web-scraper-start-url,ScapperProdcutId,ScapperProdcutId-href,Cat,ProductName,ProductStock,ProductBasePrice,ProductSalePrice,ProductShortDescription
"https://www.wootware.co.za/sale","Super Flower SF-850F14MP Leadex 850W 80 Plus Platinum Certified Fully Modular Black Desktop Power Supply","https://www.wootware.co.za/super-flower-sf-850f14mp-leadex-850w-80-plus-platinum-certified-fully-modular-black-desktop-power-supply.html","PSUs","Super Flower SF-850F14MP Leadex 850W 80 Plus Platinum Certified Fully Modular Black Desktop Power Supply","In Stock with Supplier ","3499.00","2349.00","- 850W

- 100% Fully Modular Cabling Design For Easy Cable Management

- 80 PLUS Platinum Certified 90% 92% 89% Efficiency At 20% 50% 100% Rated Load

- Complies with ATX 12V. V2.2, EPS 12V. V2.91 & SSI EPS 12V. V2.92 Specification

- Supports All Intel/AMD Multi-Core CPU & ATX/BTX Compatible Motherboards

- .Supports NVIDIA SLI & AMD CrossFireX High Performance Graphic Cards

- Unleaded Green Materials with RoHS/WEEE Compliance

- Haswell Extreme Low Power States Supported

- 5 Year Manufacturers Warranty

- From the award winning Leadex Platinum series

- South African 3-prong power-cable included"
"https://www.wootware.co.za/sale","G.Skill F4-3200C16D-32GVK Ripjaws V 32GB (2x16GB) DDR4-3200MHz CL16 1.35V Black Desktop Memory","https://www.wootware.co.za/g-skill-f4-3200c16d-32gvk-ripjaws-v-32gb-2x16gb-ddr4-3200mhz-cl16-1-35v-black-desktop-memory.html","Memory","G.Skill F4-3200C16D-32GVK Ripjaws V 32GB (2x16GB) DDR4-3200MHz CL16 1.35V Black Desktop Memory","In Stock with Supplier ","1799.00","1639.00","- 32GB (2x16GB)

- DDR4-3200MHz

- 1.35V

- CL16

- 288-pin DIMM

- Intel eXtreme Memory Profile 2.0 

- Dual Channel Kit 

- Compatible with Intel Z370, Z270 and X299.

- Compatible with AMD X570 and X470.

- 42mm Module Height

- Limited Lifetime Warranty

View the Qualified Vendors List for this product Here"
"https://www.wootware.co.za/sale","Alienware AW3423DW 34"" UWQHD (3440x1440) Quantum Dot OLED 175Hz HDR Peak 1000 1800R Curved G-Sync Ultimate Desktop Monitor","https://www.wootware.co.za/alienware-aw3423dw-34-uwqhd-3440x1440-quantum-dot-oled-175hz-hdr-peak-1000-1800r-curved-g-sync-ultimate-desktop-monitor.html","Monitors","Alienware AW3423DW 34"" UWQHD (3440x1440) Quantum Dot OLED 175Hz HDR Peak 1000 1800R Curved G-Sync Ultimate Desktop Monitor","In Stock with Supplier ","31999.00","23499.00","- The World's First QD-OLED Gaming Monitor!

- Samsung 34"" UWQHD (3440x1440) QD-OLED 175Hz Panel

- VESA Display HDR 400 Certified, HDR Peak 1000 Capable

- NVIDIA G-Sync Ultimate Capable

- Contrast Ratio: 1,000,000:1

- Brightness: 250 cd/m2 Typical, 1000 cd/m2 Peak

- 2x HDMI 2.0, 1x DisplayPort 1.4a

- 4x USB 3.2 Gen 1 5Gbps Type-A Downstream Ports

- 1x USB 3.2 Gen 1 5Gbps Upstream Port

- 1x 3.5mm Line-Out Audio Jack, 1x 3.5mm Headphone Jack

- 1800R Curvature

- AlienFX RGB Lighting

- 3 Year Warranty"
"https://www.wootware.co.za/sale","WootBook Metal 16 Pro Intel Core i7-12700H 4.70GHz Boost 14-Core 16"" (2560x1600) 240Hz IPS NVIDIA GeForce RTX 3060 6GB GDDR6 Black Laptop","https://www.wootware.co.za/wootbook-metal-16-pro-intel-core-i7-12700h-4-70ghz-boost-14-core-16-2560x1600-240hz-ips-nvidia-geforce-rtx-3060-6gb-gddr6-black-laptop.html","Notebooks","WootBook Metal 16 Pro Intel Core i7-12700H 4.70GHz Boost 14-Core 16"" (2560x1600) 240Hz IPS NVIDIA GeForce RTX 3060 6GB GDDR6 Black Laptop","In Stock with Supplier ","30899.00","26399.00","- Intel Core i7-12700H Processor (24MB Smart Cache)

- Up to 4.80GHz Boost Clock

- 6 P-Cores, 8 E-Cores, 20 Threads

- 16"" WQXGA (2560x1600) 240Hz 100% sRGB IPS Display

- NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics

- Supports DDR5-4800MHz, Up to 64GB (Configure Above)

- 2x NVMe M.2 2280 PCI-E 4.0 x4 Slots (Configure Above)

- 1x Thunderbolt 4 Port (Power Delivery Supported), 1x HDMI 2.1 (4K@120Hz)

- 1x USB 3.1 Gen2 Type-C (Power Delivery, DP 1.4 Support)

- 2x USB Type-A, 1x Audio Combo Jack

- 1x UHS-I SD Card Reader (SD/SDHC/SDXC)

- Precision Glass Touchpad

- White LED Backlit Membrane Keyboard

- IR Camera, Compatible with Windows Hello

- Intel Wi-Fi 6 AX201 Dual-Band Wireless Adapter (High Performance)

- Bluetooth v5.2 Support

- Liquid Metal Thermal Compound

- Triple Copper Heatpipe Layout

- 4-Cell, 80Wh Battery

- Windows 11 Ready

- IIS Specification Panel

- Colour: Black

- 1 Year Warranty (Optional Extension to 3 Year Warranty"
"https://www.wootware.co.za/sale","AMD 100-100000263BOX Ryzen 7 5700G 8-Core 3.8GHz (4.6GHz Boost) Socket AM4 Desktop APU","https://www.wootware.co.za/amd-100-100000263box-ryzen-7-5700g-octa-core-3-8ghz-4-6ghz-boost-socket-am4-desktop-apu.html","CPUs","AMD 100-100000263BOX Ryzen 7 5700G 8-Core 3.8GHz (4.6GHz Boost) Socket AM4 Desktop APU","In Stock with Supplier ","7399.00","4499.00","- 3.8GHz Base Clock

- 4.6GHz Boost Clock

- 8 Cores, 16 Threads

- AMD 7nm Zen 3 Architecture

- Supports DDR4-3200MHz

- 20MB Total Cache

- Includes AMD Wraith Stealth Cooler

- Integrated AMD Radeon RX Vega 8 Graphics

- 65W TDP

- 3 Year Warranty"
"https://www.wootware.co.za/sale","G.Skill F4-3000C16D-16GISB Aegis 16GB (2x8GB) DDR4-3000MHz CL16 1.35V Black Desktop Memory","https://www.wootware.co.za/g-skill-f4-3000c16d-16gisb-aegis-16gb-2x8gb-ddr4-3000mhz-cl16-1-35v-black-desktop-memory.html","Memory","G.Skill F4-3000C16D-16GISB Aegis 16GB (2x8GB) DDR4-3000MHz CL16 1.35V Black Desktop Memory","In Stock with Supplier ","919.00","839.00","- 16GB (2x8GB)

- DDR4-3000MHz

- 1.35V

- CL16

- 288-pin DIMM

- Intel eXtreme Memory Profile 2.0 

- Dual Channel Kit

- Compatible with Intel Z370, Z270, X299 and more.

- Compatible with AMD X570 (Ryzen 3000 series CPUs).

- Limited Lifetime Warranty

View the Qualified Vendors List for this product Here"
"https://www.wootware.co.za/sale","ASUS VG27AQZ TUF Gaming 27"" WQHD (2560x1440) 165Hz 1ms IPS HDR10 Gaming Desktop Monitor","https://www.wootware.co.za/asus-vg27aqz-tuf-gaming-27-wqhd-2560x1440-165hz-1ms-ips-hdr10-gaming-desktop-monitor.html","Monitors","ASUS VG27AQZ TUF Gaming 27"" WQHD (2560x1440) 165Hz 1ms IPS HDR10 Gaming Desktop Monitor","In Stock with Supplier ","10999.00","7999.00","- 27"" IPS (In-Plane Switching) Panel

- 1x DisplayPort 1.2, 2x HDMI v2.0

- WQHD 2560x1440 Resolution

- 165Hz Refresh Rate (Over DisplayPort)

- 1000:1 Contrast Ratio

- Brightness: 350cd/m²

- HDR10 Support

- G-SYNC Compatible VRR Technology

- 16.7 Million Colours

- Pivot, Tilt, Swivel & Height Adjustment

- 1ms (MPRT) Response Time

- 3 Year Warranty"
"https://www.wootware.co.za/sale","Gigabyte KE5-72ZA934HQ AERO 16 KE5 Intel Core i7-12700H 4.70GHz 14-Core 16"" UHD+ (3840x2400) Samsung AMOLED 16GB (2x8GB SO-DIMM) DDR5-4800MHz NVIDIA GeForce RTX 3060 6GB GDDR6 1TB PCIe 4.0 NVMe M.2 SSD Windows 11 Pro Gaming Laptop","https://www.wootware.co.za/gigabyte-ke5-72za934hq-aero-16-ke5-intel-core-i7-12700h-4-70ghz-14-core-16-uhd-3840x2400-samsung-amoled-16gb-2x8gb-so-dimm-ddr5-4800mhz-nvidia-geforce-rtx-3060-6gb-gddr6-1tb-pcie-4-0-nvme-m-2-ssd-windows-11-pro-gaming-laptop.html","Notebooks","Gigabyte KE5-72ZA934HQ AERO 16 KE5 Intel Core i7-12700H 4.70GHz 14-Core 16"" UHD+ (3840x2400) Samsung AMOLED 16GB (2x8GB SO-DIMM) DDR5-4800MHz NVIDIA GeForce RTX 3060 6GB GDDR6 1TB PCIe 4.0 NVMe M.2 SSD Windows 11 Pro Gaming Laptop","In stock with Supplier","39299.00","37999.00","Bundle Promo: Get R6,900 off when purchased with a Gigabyte AORUS FI32U 4K Monitor!

- Offer valid from 10 March 2023, through 31 March 2023, or while supplies last.

- Select products qualify

- Learn more about the monitor!

- Discount will reflect in your shopping cart



View more laptops on promotion →



- Intel Core i7-12700H 14-Core (24MB Smart Cache)

- Up to 4.70GHz Boost Clock

- 14 Cores, 20 Threads

- 16"" UHD+(3840x2400) Samsung AMOLED Display

- VESA DisplayHDR 500 True Black

- NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics

- Boost Clock: 1530MHz, Maximum Graphics Power: 105W

- 16GB(2x8GB SO-DIMM) DDR5-4800MHz Memory

- 1TB PCIe 4.0 NVMe M.2 SSD

- 2x Thunderbolt 4 Support DisplayPort / 1x Port Support Power Delivery in 100W

- 1x USB 3.2 Gen 2 Type-C Support DisplayPort

- Intel AX210 802.11ax WiFi 6 Adapter

- Bluetooth v5.2

- 720P Windows Hello Compatible Webcam

- Windows 11 Pro

- 2 Year Warranty"
"https://www.wootware.co.za/sale","ASUS 90MB1DF0-M0EAY0 TUF GAMING B760-PLUS WIFI D4 DDR4 Intel B760 Raptor Lake LGA 1700 ATX Desktop Motherboard","https://www.wootware.co.za/asus-90mb1df0-m0eay0-tuf-gaming-b760-plus-wifi-d4-ddr4-intel-b760-raptor-lake-lga-1700-atx-desktop-motherboard.html","Motherboards","ASUS 90MB1DF0-M0EAY0 TUF GAMING B760-PLUS WIFI D4 DDR4 Intel B760 Raptor Lake LGA 1700 ATX Desktop Motherboard","In Stock with Supplier ","5699.00","4799.00","- ATX Form Factor

- Intel B760 Chipset

- Socket LGA 1700

- 4x DDR4 DIMM Slots, Supports Up To 128GB

- Dual Channel, OptiMem II

- Supports Intel XMP Memory Profiles

- 1x PCIe 5.0 X16 Slot

- 1x PCIe 4.0 x16 Slot (Supports X4 Mode)

- 2x PCIe 3.0 x1 Slot

- 3x M.2 2280 PCIe 4.0 x4 NVMe SSD Slots

- 4x SATA 3.0 6.0Gbps Ports

- 1x USB 3.2 Gen 2x2 Type-C Port, 1x USB 3.2 Gen 2 Type-A port

- 3x USB 3.2 Gen 1 Type-A Ports, 1x USB 2.0 Type-A Port

- Realtek 2.5Gb Ethernet RJ-45 LAN

- 802.11ax 2x2 Dual-band WiFi 6E Adapter

- Bluetooth v5.3

- 12+1 DrMOS Power Stages

- ASUS Armoury Crate

- 3 Year Warranty"
"https://www.wootware.co.za/sale","ASUS 90NR0724-M00DY0 TUF Gaming F15 Intel Core i5-11400H 4.50GHz 6-Core 15.6"" Full HD (1920x1080) 144Hz IPS Anti-Glare 8GB (1x8GB) DDR4-3200MT/s NVIDIA GeForce RTX 3050 4GB GDDR6 512GB M.2 NVMe SSD Windows 11 Home Graphite Black Notebook","https://www.wootware.co.za/asus-90nr0724-m00dy0-tuf-gaming-f15-intel-core-i5-11400h-4-50ghz-6-core-15-6-full-hd-1920x1080-144hz-ips-anti-glare-8gb-1x8gb-ddr4-3200mt-s-nvidia-geforce-rtx-3050-4gb-gddr6-512gb-m-2-nvme-ssd-windows-11-home-graphite-black-notebook.html","Notebooks","ASUS 90NR0724-M00DY0 TUF Gaming F15 Intel Core i5-11400H 4.50GHz 6-Core 15.6"" Full HD (1920x1080) 144Hz IPS Anti-Glare 8GB (1x8GB) DDR4-3200MT/s NVIDIA GeForce RTX 3050 4GB GDDR6 512GB M.2 NVMe SSD Windows 11 Home Graphite Black Notebook","In Stock with Supplier ","24231.00","15299.00","- Intel Core i5-11400H 2.70GHz Processor (12MB Smart Cache)

- Up to 4.50GHz Boost Clock

- 6 Cores, 12 Threads

- Intel UHD Graphics

- 15.6"" Full HD (1920x1200) 144Hz IPS Anti-Glare Display

- Internal Display Supports NVIDIA G-Sync (VESA Adaptive Sync)

- 8GB (1x8GB SO-DIMM) DDR4-3200MT/s Memory

- NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics

- NVIDIA Studio & GeForce Drivers

- NVIDIA DLSS 2.0

- Real-Time Ray Tracing Technology

- 512GB M.2 2280 PCIe 3.0 x4 NVMe SSD

- 1x Thunderbolt 4.0 USB Type-C Port with DisplayPort Alt Mode

- 3x USB 5Gb/s Type-A Ports

- 1x HDMI 2.1 TMDS Port, 1x 3.5mm Combination Audio Jack

- Gigabit Ethernet RJ-45 LAN

- WiFi 6 2x2 MIMO Dual-Band Adapter, Bluetooth 5.2

- 720P HD Webcam with Dual Array Microphones

- 48Whr Integrated 3-Cell Li-Ion Battery

- LED Backlit RGB Chiclet Keyboard

- ASUS Armoury Crate

- Colour: Graphite Black

- Windows 11 Home 64-bit

- 1 Year Warranty"
"https://www.wootware.co.za/sale","Fractal Design FD-CA-CORE-1100-BL Core 1100 Black Micro-ATX Mid Tower Desktop Chassis","https://www.wootware.co.za/fractal-design-fd-ca-core-1100-bl-core-1100-black-micro-atx-mid-tower-desktop-chassis.html","Chassis","Fractal Design FD-CA-CORE-1100-BL Core 1100 Black Micro-ATX Mid Tower Desktop Chassis","Stock Coming Soon","999.00","799.00","- Colour: Black

- Supports m-ATX, Mini-ITX

- 2x 5.25"", 2x 3.5"" or 3x 2.5"" or 1x 2.5"" or 1x 3.5"" Drive Bays

- 1x USB 3.0, 1x USB 2.0, 2x 3.5mm Audio Jacks

- CPU Cooler Clearance: Up to 148mm

- VGA Clearance: Up to 350mm

- 2 Year Warranty"
